Id,Class
5410,193
5411,307
5412,107
5413,690
5414,999
5415,223
5416,269
5417,387
5418,136
5419,370
5420,245
5421,180
5422,297
5423,187
5424,458
5425,832
5426,181
5427,690
5428,359
5429,999
5430,232
5431,202
5432,34
5433,774
5434,178
5435,163
5436,198
5437,387
5438,136
5439,46
5440,304
5441,549
5442,217
5443,302
5444,769
5445,129
5446,230
5447,199
5448,140
5449,232
5450,330
5451,319
5452,633
5453,230
5454,13
5455,297
5456,115
5457,14
5458,381
5459,27
5460,222
5461,262
5462,228
5463,903
5464,443
5465,592
5466,237
5467,832
5468,129
5469,554
5470,381
5471,373
5472,349
5473,355
5474,225
5475,319
5476,129
5477,512
5478,190
5479,769
5480,984
5481,27
5482,296
5483,107
5484,158
5485,238
5486,275
5487,815
5488,201
5489,226
5490,288
5491,441
5492,102
5493,126
5494,136
5495,549
5496,647
5497,144
5498,124
5499,304
5500,451
5501,234
5502,511
5503,296
5504,107
5505,296
5506,561
5507,870
5508,232
5509,116
5510,546
5511,392
5512,136
5513,147
5514,712
5515,384
5516,259
5517,816
5518,120
5519,221
5520,282
5521,217
5522,397
5523,362
5524,232
5525,578
5526,176
5527,198
5528,769
5529,391
5530,146
5531,732
5532,371
5533,549
5534,128
5535,308
5536,291
5537,322
5538,1000
5539,228
5540,519
5541,293
5542,225
5543,301
5544,549
5545,903
5546,234
5547,22
5548,232
5549,380
5550,266
5551,378
5552,274
5553,226
5554,391
5555,221
5556,147
5557,690
5558,391
5559,232
5560,319
5561,125
5562,381
5563,107
5564,944
5565,342
5566,124
5567,220
5568,223
5569,899
5570,265
5571,136
5572,774
5573,943
5574,107
5575,217
5576,546
5577,224
5578,387
5579,522
5580,22
5581,578
5582,157
5583,136
5584,832
5585,545
5586,397
5587,218
5588,169
5589,383
5590,148
5591,34
5592,354
5593,100
5594,248
5595,832
5596,494
5597,147
5598,332
5599,974
5600,143
5601,10
5602,303
5603,319
5604,239
5605,297
5606,651
5607,167
5608,331
5609,297
5610,769
5611,228
5612,206
5613,1
5614,124
5615,333
5616,157
5617,217
5618,148
5619,112
5620,397
5621,212
5622,1000
5623,903
5624,769
5625,314
5626,165
5627,413
5628,350
5629,769
5630,549
5631,330
5632,237
5633,1
5634,107
5635,811
5636,119
5637,311
5638,129
5639,387
5640,330
5641,104
5642,149
5643,515
5644,232
5645,112
5646,153
5647,339
5648,74
5649,429
5650,105
5651,439
5652,136
5653,300
5654,1
5655,311
5656,580
5657,287
5658,247
5659,769
5660,765
5661,293
5662,769
5663,922
5664,532
5665,228
5666,1000
5667,156
5668,119
5669,701
5670,175
5671,151
5672,273
5673,263
5674,816
5675,112
5676,107
5677,193
5678,226
5679,203
5680,184
5681,3
5682,790
5683,455
5684,943
5685,44
5686,330
5687,232
5688,954
5689,351
5690,190
5691,148
5692,298
5693,668
5694,774
5695,190
5696,27
5697,562
5698,152
5699,197
5700,129
5701,27
5702,201
5703,216
5704,261
5705,143
5706,330
5707,129
5708,24
5709,362
5710,112
5711,541
5712,301
5713,903
5714,228
5715,501
5716,330
5717,22
5718,231
5719,232
5720,180
5721,549
5722,173
5723,123
5724,22
5725,578
5726,217
5727,124
5728,329
5729,222
5730,298
5731,296
5732,232
5733,330
5734,125
5735,103
5736,238
5737,870
5738,769
5739,129
5740,190
5741,206
5742,248
5743,403
5744,371
5745,136
5746,217
5747,248
5748,165
5749,452
5750,2
5751,713
5752,23
5753,503
5754,668
5755,690
5756,226
5757,302
5758,301
5759,214
5760,304
5761,124
5762,232
5763,355
5764,120
5765,999
5766,14
5767,331
5768,363
5769,346
5770,232
5771,237
5772,690
5773,177
5774,129
5775,769
5776,190
5777,592
5778,107
5779,129
5780,136
5781,750
5782,330
5783,494
5784,34
5785,124
5786,296
5787,24
5788,308
5789,403
5790,111
5791,112
5792,10
5793,217
5794,303
5795,221
5796,206
5797,190
5798,269
5799,339
5800,255
5801,573
5802,378
5803,633
5804,179
5805,26
5806,261
5807,330
5808,573
5809,120
5810,147
5811,316
5812,103
5813,381
5814,283
5815,303
5816,344
5817,202
5818,193
5819,999
5820,237
5821,277
5822,547
5823,175
5824,356
5825,519
5826,311
5827,184
5828,226
5829,190
5830,226
5831,241
5832,270
5833,226
5834,338
5835,116
5836,120
5837,10
5838,516
5839,309
5840,22
5841,227
5842,387
5843,206
5844,222
5845,301
5846,326
5847,453
5848,999
5849,226
5850,205
5851,46
5852,136
5853,158
5854,1000
5855,342
5856,639
5857,223
5858,999
5859,903
5860,244
5861,331
5862,304
5863,128
5864,259
5865,903
5866,784
5867,403
5868,27
5869,607
5870,206
5871,302
5872,102
5873,690
5874,311
5875,206
5876,156
5877,566
5878,320
5879,124
5880,119
5881,119
5882,191
5883,178
5884,232
5885,263
5886,267
5887,525
5888,217
5889,632
5890,298
5891,549
5892,303
5893,221
5894,501
5895,397
5896,232
5897,244
5898,381
5899,119
5900,237
5901,229
5902,774
5903,468
5904,832
5905,769
5906,397
5907,206
5908,11
5909,107
5910,769
5911,513
5912,668
5913,943
5914,118
5915,191
5916,438
5917,102
5918,367
5919,339
5920,164
5921,185
5922,155
5923,199
5924,356
5925,425
5926,200
5927,145
5928,148
5929,366
5930,769
5931,261
5932,107
5933,119
5934,319
5935,194
5936,304
5937,701
5938,312
5939,246
5940,314
5941,128
5942,171
5943,577
5944,193
5945,212
5946,475
5947,695
5948,190
5949,29
5950,261
5951,145
5952,603
5953,125
5954,199
5955,999
5956,234
5957,504
5958,384
5959,354
5960,319
5961,454
5962,228
5963,183
5964,155
5965,277
5966,163
5967,405
5968,513
5969,1
5970,34
5971,175
5972,903
5973,120
5974,190
5975,329
5976,127
5977,953
5978,380
5979,241
5980,157
5981,807
5982,522
5983,159
5984,174
5985,351
5986,485
5987,119
5988,318
5989,774
5990,367
5991,308
5992,903
5993,192
5994,227
5995,200
5996,338
5997,503
5998,119
5999,578
6000,107
6001,217
6002,690
6003,573
6004,585
6005,261
6006,766
6007,268
6008,219
6009,221
6010,342
6011,712
6012,143
6013,28
6014,262
6015,531
6016,318
6017,175
6018,147
6019,339
6020,384
6021,27
6022,774
6023,256
6024,124
6025,228
6026,314
6027,330
6028,135
6029,136
6030,427
6031,175
6032,129
6033,232
6034,234
6035,244
6036,230
6037,173
6038,346
6039,639
6040,243
6041,217
6042,549
6043,136
6044,181
6045,769
6046,234
6047,102
6048,146
6049,732
6050,226
6051,322
6052,262
6053,228
6054,1000
6055,206
6056,769
6057,319
6058,164
6059,15
6060,361
6061,16
6062,234
6063,863
6064,593
6065,305
6066,155
6067,195
6068,177
6069,232
6070,119
6071,252
6072,107
6073,232
6074,381
6075,224
6076,247
6077,101
6078,816
6079,175
6080,380
6081,366
6082,351
6083,346
6084,193
6085,455
6086,108
6087,175
6088,381
6089,221
6090,551
6091,816
6092,217
6093,549
6094,120
6095,122
6096,119
6097,528
6098,769
6099,344
6100,221
6101,549
6102,769
6103,223
6104,1000
6105,494
6106,398
6107,763
6108,668
6109,149
6110,305
6111,803
6112,232
6113,999
6114,221
6115,712
6116,438
6117,176
6118,233
6119,217
6120,120
6121,450
6122,308
6123,155
6124,391
6125,592
6126,298
6127,425
6128,376
6129,236
6130,159
6131,217
6132,138
6133,120
6134,874
6135,769
6136,592
6137,769
6138,342
6139,159
6140,311
6141,266
6142,206
6143,999
6144,168
6145,475
6146,323
6147,443
6148,501
6149,211
6150,390
6151,578
6152,387
6153,397
6154,769
6155,758
6156,480
6157,769
6158,17
6159,515
6160,237
6161,221
6162,119
6163,515
6164,690
6165,360
6166,136
6167,107
6168,446
6169,573
6170,999
6171,229
6172,244
6173,230
6174,346
6175,784
6176,804
6177,217
6178,129
6179,217
6180,33
6181,769
6182,195
6183,1000
6184,581
6185,195
6186,381
6187,470
6188,219
6189,656
6190,557
6191,102
6192,420
6193,335
6194,228
6195,226
6196,261
6197,381
6198,27
6199,342
6200,107
6201,548
6202,35
6203,816
6204,381
6205,355
6206,259
6207,35
6208,329
6209,535
6210,217
6211,391
6212,302
6213,120
6214,367
6215,445
6216,102
6217,152
6218,773
6219,104
6220,46
6221,113
6222,175
6223,380
6224,485
6225,330
6226,526
6227,214
6228,1000
6229,226
6230,413
6231,327
6232,103
6233,1
6234,500
6235,903
6236,333
6237,26
6238,46
6239,299
6240,308
6241,218
6242,381
6243,391
6244,136
6245,317
6246,747
6247,371
6248,339
6249,190
6250,379
6251,195
6252,293
6253,263
6254,513
6255,303
6256,107
6257,25
6258,870
6259,549
6260,215
6261,256
6262,298
6263,129
6264,313
6265,648
6266,445
6267,232
6268,117
6269,769
6270,120
6271,367
6272,230
6273,142
6274,302
6275,903
6276,136
6277,445
6278,578
6279,126
6280,426
6281,234
6282,296
6283,353
6284,456
6285,546
6286,903
6287,517
6288,943
6289,235
6290,288
6291,120
6292,126
6293,903
6294,202
6295,124
6296,190
6297,174
6298,221
6299,218
6300,217
6301,312
6302,228
6303,821
6304,22
6305,217
6306,306
6307,330
6308,120
6309,222
6310,131
6311,999
6312,1
6313,769
6314,101
6315,164
6316,468
6317,226
6318,274
6319,1000
6320,199
6321,351
6322,298
6323,104
6324,308
6325,303
6326,244
6327,818
6328,349
6329,304
6330,219
6331,405
6332,119
6333,107
6334,355
6335,468
6336,749
6337,370
6338,367
6339,355
6340,11
6341,769
6342,191
6343,120
6344,155
6345,803
6346,161
6347,226
6348,35
6349,769
6350,106
6351,204
6352,232
6353,763
6354,135
6355,107
6356,206
6357,334
6358,774
6359,190
6360,107
6361,381
6362,107
6363,543
6364,204
6365,455
6366,226
6367,307
6368,262
6369,549
6370,121
6371,312
6372,518
6373,333
6374,102
6375,129
6376,227
6377,594
6378,546
6379,370
6380,391
6381,400
6382,237
6383,175
6384,483
6385,543
6386,578
6387,549
6388,259
6389,450
6390,323
6391,125
6392,236
6393,225
6394,346
6395,217
6396,296
6397,342
6398,331
6399,355
6400,104
6401,248
6402,769
6403,557
6404,155
6405,35
6406,232
6407,769
6408,22
6409,144
6410,524
6411,177
6412,32
6413,225
6414,367
6415,352
6416,322
6417,120
6418,225
6419,498
6420,549
6421,118
6422,519
6423,221
6424,319
6425,180
6426,14
6427,334
6428,186
6429,513
6430,124
6431,549
6432,397
6433,22
6434,266
6435,175
6436,397
6437,270
6438,842
6439,903
6440,554
6441,274
6442,175
6443,903
6444,578
6445,302
6446,549
6447,690
6448,138
6449,357
6450,244
6451,903
6452,107
6453,769
6454,124
6455,297
6456,309
6457,346
6458,125
6459,323
6460,549
6461,125
6462,300
6463,330
6464,193
6465,120
6466,217
6467,107
6468,269
6469,217
6470,302
6471,27
6472,334
6473,217
6474,226
6475,821
6476,405
6477,732
6478,314
6479,108
6480,102
6481,129
6482,592
6483,148
6484,296
6485,879
6486,107
6487,298
6488,419
6489,119
6490,275
6491,10
6492,101
6493,397
6494,228
6495,234
6496,195
6497,244
6498,220
6499,397
6500,341
6501,20
6502,232
6503,311
6504,219
6505,391
6506,302
6507,940
6508,168
6509,192
6510,273
6511,172
6512,712
6513,341
6514,544
6515,238
6516,592
6517,551
6518,784
6519,204
6520,543
6521,266
6522,10
6523,101
6524,355
6525,531
6526,197
6527,422
6528,367
6529,318
6530,368
6531,357
6532,427
6533,217
6534,763
6535,190
6536,107
6537,372
6538,101
6539,212
6540,999
6541,689
6542,339
6543,35
6544,303
6545,16
6546,879
6547,228
6548,229
6549,299
6550,311
6551,226
6552,203
6553,16
6554,322
6555,183
6556,143
6557,302
6558,117
6559,165
6560,27
6561,107
6562,155
6563,302
6564,224
6565,130
6566,429
6567,175
6568,425
6569,903
6570,581
6571,548
6572,217
6573,107
6574,248
6575,557
6576,339
6577,318
6578,206
6579,303
6580,482
6581,115
6582,999
6583,605
6584,225
6585,943
6586,319
6587,523
6588,262
6589,391
6590,391
6591,355
6592,217
6593,223
6594,217
6595,718
6596,211
6597,443
6598,107
6599,211
6600,102
6601,232
6602,232
6603,538
6604,107
6605,232
6606,585
6607,226
6608,217
6609,355
6610,115
6611,35
6612,226
6613,120
6614,774
6615,762
6616,319
6617,124
6618,534
6619,329
6620,381
6621,2
6622,200
6623,221
6624,571
6625,513
6626,22
6627,302
6628,298
6629,220
6630,185
6631,355
6632,195
6633,600
6634,903
6635,107
6636,549
6637,151
6638,158
6639,549
6640,222
6641,999
6642,155
6643,35
6644,137
6645,247
6646,133
6647,184
6648,206
6649,193
6650,199
6651,217
6652,337
6653,27
6654,769
6655,152
6656,256
6657,984
6658,259
6659,217
6660,772
6661,308
6662,117
6663,403
6664,232
6665,941
6666,558
6667,107
6668,351
6669,690
6670,483
6671,651
6672,319
6673,22
6674,293
6675,125
6676,690
6677,1000
6678,366
6679,455
6680,248
6681,784
6682,468
6683,338
6684,262
6685,175
6686,106
6687,339
6688,291
6689,238
6690,298
6691,330
6692,480
6693,558
6694,244
6695,319
6696,159
6697,217
6698,803
6699,409
6700,549
6701,258
6702,124
6703,422
6704,943
6705,232
6706,470
6707,125
6708,175
6709,149
6710,148
6711,377
6712,546
6713,234
6714,319
6715,911
6716,157
6717,10
6718,638
6719,319
6720,10
6721,337
6722,121
6723,316
6724,314
6725,296
6726,158
6727,381
6728,319
6729,732
6730,397
6731,224
6732,242
6733,154
6734,228
6735,549
6736,283
6737,126
6738,733
6739,131
6740,136
6741,647
6742,237
6743,357
6744,107
6745,164
6746,379
6747,766
6748,300
6749,186
6750,405
6751,147
6752,483
6753,357
6754,175
6755,244
6756,226
6757,190
6758,329
6759,366
6760,874
6761,248
6762,558
6763,229
6764,120
6765,175
6766,339
6767,219
6768,107
6769,244
6770,269
6771,149
6772,217
6773,413
6774,272
6775,102
6776,769
6777,222
6778,346
6779,381
6780,405
6781,302
6782,381
6783,129
6784,513
6785,786
6786,20
6787,124
6788,175
6789,107
6790,269
6791,270
6792,171
6793,27
6794,766
6795,327
6796,194
6797,468
6798,275
6799,460
6800,774
6801,195
6802,217
6803,217
6804,769
6805,397
6806,359
6807,270
6808,592
6809,784
6810,274
6811,475
6812,133
6813,205
6814,690
6815,175
6816,549
6817,352
6818,136
6819,247
6820,102
6821,525
6822,131
6823,261
6824,301
6825,102
6826,548
6827,328
6828,124
6829,381
6830,206
6831,261
6832,195
6833,784
6834,222
6835,429
6836,417
6837,302
6838,291
6839,346
6840,139
6841,129
6842,102
6843,136
6844,832
6845,391
6846,232
6847,519
6848,147
6849,409
6850,107
6851,120
6852,102
6853,242
6854,784
6855,367
6856,164
6857,222
6858,605
6859,330
6860,677
6861,136
6862,16
6863,143
6864,275
6865,10
6866,234
6867,101
6868,244
6869,232
6870,279
6871,319
6872,337
6873,139
6874,523
6875,339
6876,302
6877,190
6878,211
6879,139
6880,549
6881,267
6882,397
6883,504
6884,1000
6885,205
6886,1
6887,397
6888,204
6889,311
6890,226
6891,750
6892,232
6893,180
6894,232
6895,109
6896,221
6897,610
6898,870
6899,175
6900,341
6901,232
6902,217
6903,785
6904,206
6905,670
6906,322
6907,300
6908,102
6909,219
6910,46
6911,219
6912,302
6913,504
6914,107
6915,578
6916,391
6917,232
6918,319
6919,233
6920,334
6921,903
6922,750
6923,455
6924,323
6925,266
6926,170
6927,549
6928,415
6929,567
6930,337
6931,222
6932,508
6933,180
6934,136
6935,317
6936,549
6937,217
6938,803
6939,472
6940,217
6941,102
6942,145
6943,331
6944,339
6945,302
6946,102
6947,305
6948,400
6949,769
6950,35
6951,119
6952,100
6953,293
6954,131
6955,359
6956,10
6957,417
6958,143
6959,327
6960,2
6961,816
6962,234
6963,319
6964,558
6965,151
6966,217
6967,1000
6968,536
6969,221
6970,230
6971,238
6972,274
6973,153
6974,234
6975,103
6976,1000
6977,147
6978,206
6979,515
6980,803
6981,217
6982,903
6983,107
6984,391
6985,221
6986,232
6987,317
6988,903
6989,221
6990,330
6991,232
6992,107
6993,27
6994,269
6995,545
6996,133
6997,355
6998,303
6999,816
7000,232
7001,302
7002,217
7003,308
7004,354
7005,478
7006,210
7007,475
7008,27
7009,468
7010,237
7011,175
7012,159
7013,380
7014,371
7015,206
7016,129
7017,370
7018,159
7019,483
7020,107
7021,334
7022,195
7023,175
7024,184
7025,219
7026,10
7027,774
7028,178
7029,107
7030,107
7031,209
7032,172
7033,549
7034,192
7035,874
7036,112
7037,26
7038,578
7039,319
7040,455
7041,10
7042,190
7043,302
7044,148
7045,232
7046,443
7047,935
7048,194
7049,277
7050,102
7051,371
7052,393
7053,168
7054,155
7055,626
7056,226
7057,803
7058,146
7059,301
7060,232
7061,341
7062,503
7063,526
7064,397
7065,531
7066,136
7067,252
7068,175
7069,232
7070,125
7071,549
7072,262
7073,1
7074,217
7075,125
7076,922
7077,269
7078,903
7079,517
7080,387
7081,409
7082,139
7083,27
7084,154
7085,849
7086,120
7087,195
7088,137
7089,247
7090,107
7091,351
7092,329
7093,102
7094,342
7095,228
7096,198
7097,159
7098,656
7099,549
7100,232
7101,549
7102,26
7103,1000
7104,136
7105,690
7106,268
7107,270
7108,974
7109,503
7110,330
7111,208
7112,339
7113,949
7114,391
7115,362
7116,577
7117,220
7118,769
7119,226
7120,758
7121,774
7122,413
7123,143
7124,23
7125,30
7126,15
7127,413
7128,22
7129,27
7130,405
7131,281
7132,195
7133,903
7134,27
7135,1000
7136,549
7137,282
7138,270
7139,232
7140,548
7141,104
7142,903
7143,10
7144,195
7145,769
7146,107
7147,716
7148,232
7149,690
7150,397
7151,1000
7152,999
7153,10
7154,475
7155,381
7156,119
7157,303
7158,24
7159,286
7160,903
7161,544
7162,172
7163,232
7164,520
7165,651
7166,518
7167,175
7168,758
7169,308
7170,168
7171,345
7172,425
7173,286
7174,227
7175,136
7176,330
7177,339
7178,549
7179,193
7180,1000
7181,192
7182,473
7183,190
7184,232
7185,252
7186,549
7187,480
7188,391
7189,236
7190,125
7191,337
7192,475
7193,355
7194,622
7195,353
7196,238
7197,904
7198,336
7199,4
7200,27
7201,903
7202,336
7203,381
7204,489
7205,195
7206,273
7207,20
7208,232
7209,102
7210,220
7211,145
7212,391
7213,219
7214,543
7215,549
7216,124
7217,123
7218,296
7219,943
7220,136
7221,174
7222,367
7223,618
7224,219
7225,484
7226,200
7227,311
7228,306
7229,337
7230,549
7231,849
7232,903
7233,405
7234,219
7235,190
7236,217
7237,525
7238,27
7239,241
7240,225
7241,513
7242,22
7243,152
7244,351
7245,558
7246,11
7247,319
7248,13
7249,228
7250,309
7251,217
7252,903
7253,832
7254,992
7255,263
7256,519
7257,220
7258,217
7259,226
7260,102
7261,769
7262,803
7263,223
7264,219
7265,226
7266,17
7267,10
7268,381
7269,226
7270,138
7271,180
7272,549
7273,193
7274,535
7275,192
7276,195
7277,152
7278,690
7279,440
7280,232
7281,637
7282,903
7283,237
7284,234
7285,413
7286,154
7287,383
7288,25
7289,129
7290,350
7291,105
7292,314
7293,22
7294,120
7295,107
7296,318
7297,159
7298,270
7299,107
7300,553
7301,27
7302,816
7303,381
7304,1000
7305,215
7306,270
7307,578
7308,361
7309,136
7310,226
7311,772
7312,371
7313,107
7314,212
7315,769
7316,834
7317,261
7318,373
7319,690
7320,123
7321,359
7322,35
7323,334
7324,27
7325,381
7326,24
7327,543
7328,204
7329,193
7330,999
7331,500
7332,647
7333,546
7334,27
7335,298
7336,18
7337,400
7338,101
7339,335
7340,766
7341,136
7342,143
7343,136
7344,241
7345,112
7346,269
7347,108
7348,104
7349,351
7350,226
7351,421
7352,136
7353,281
7354,221
7355,181
7356,129
7357,133
7358,126
7359,244
7360,120
7361,628
7362,107
7363,874
7364,522
7365,401
7366,143
7367,206
7368,381
7369,263
7370,351
7371,339
7372,3
7373,228
7374,549
7375,156
7376,523
7377,999
7378,129
7379,176
7380,420
7381,501
7382,16
7383,241
7384,194
7385,120
7386,204
7387,228
7388,188
7389,296
7390,190
7391,557
7392,766
7393,321
7394,107
7395,442
7396,266
7397,392
7398,22
7399,136
7400,513
7401,27
7402,10
7403,244
7404,592
7405,263
7406,258
7407,199
7408,190
7409,102
7410,176
7411,190
7412,258
7413,690
7414,423
7415,221
7416,142
7417,347
7418,10
7419,331
7420,296
7421,228
7422,217
7423,769
7424,549
7425,35
7426,217
7427,391
7428,34
7429,380
7430,140
7431,107
7432,102
7433,297
7434,273
7435,999
7436,346
7437,175
7438,136
7439,360
7440,212
7441,381
7442,228
7443,262
7444,384
7445,943
7446,298
7447,349
7448,143
7449,591
7450,193
7451,391
7452,309
7453,522
7454,107
7455,348
7456,137
7457,165
7458,228
7459,228
7460,440
7461,309
7462,742
7463,497
7464,221
7465,769
7466,232
7467,346
7468,903
7469,339
7470,303
7471,2
7472,267
7473,219
7474,107
7475,832
7476,102
7477,554
7478,330
7479,549
7480,248
7481,903
7482,314
7483,137
7484,355
7485,367
7486,232
7487,329
7488,367
7489,16
7490,330
7491,903
7492,46
7493,221
7494,972
7495,903
7496,498
7497,267
7498,475
7499,403
7500,310
7501,405
7502,485
7503,769
7504,533
7505,386
7506,263
7507,266
7508,136
7509,217
7510,234
7511,1000
7512,259
7513,151
7514,149
7515,10
7516,124
7517,13
7518,943
7519,656
7520,123
7521,359
7522,290
7523,610
7524,27
7525,268
7526,129
7527,877
7528,217
7529,176
7530,173
7531,501
7532,330
7533,256
7534,367
7535,351
7536,232
7537,248
7538,368
7539,44
7540,701
7541,104
7542,136
7543,217
7544,774
7545,578
7546,346
7547,129
7548,285
7549,305
7550,219
7551,219
7552,832
7553,510
7554,337
7555,543
7556,24
7557,903
7558,232
7559,941
7560,490
7561,633
7562,269
7563,124
7564,400
7565,874
7566,129
7567,244
7568,356
7569,354
7570,355
7571,425
7572,943
7573,226
7574,175
7575,133
7576,270
7577,346
7578,592
7579,519
7580,206
7581,690
7582,234
7583,311
7584,344
7585,397
7586,605
7587,172
7588,101
7589,502
7590,13
7591,763
7592,193
7593,903
7594,232
7595,287
7596,234
7597,549
7598,319
7599,226
7600,494
7601,412
7602,102
7603,178
7604,224
7605,119
7606,217
7607,232
7608,30
7609,27
7610,107
7611,268
7612,217
7613,339
7614,934
7615,501
7616,332
7617,193
7618,123
7619,537
7620,502
7621,175
7622,535
7623,371
7624,102
7625,549
7626,193
7627,558
7628,367
7629,11
7630,1000
7631,489
7632,244
7633,176
7634,330
7635,832
7636,903
7637,367
7638,214
7639,549
7640,261
7641,152
7642,102
7643,228
7644,520
7645,268
7646,999
7647,254
7648,131
7649,762
7650,291
7651,252
7652,232
7653,101
7654,300
7655,290
7656,521
7657,339
7658,526
7659,411
7660,549
7661,319
7662,107
7663,199
7664,355
7665,237
7666,769
7667,152
7668,27
7669,129
7670,178
7671,220
7672,610
7673,219
7674,153
7675,140
7676,204
7677,283
7678,303
7679,174
7680,318
7681,4
7682,35
7683,287
7684,107
7685,331
7686,339
7687,769
7688,217
7689,543
7690,159
7691,147
7692,308
7693,350
7694,171
7695,454
7696,336
7697,944
7698,287
7699,928
7700,291
7701,195
7702,232
7703,312
7704,303
7705,169
7706,903
7707,221
7708,535
7709,232
7710,343
7711,27
7712,549
7713,329
7714,248
7715,217
7716,647
7717,180
7718,217
7719,548
7720,816
7721,102
7722,103
7723,302
7724,593
7725,206
7726,347
7727,285
7728,100
7729,523
7730,875
7731,151
7732,988
7733,107
7734,195
7735,549
7736,11
7737,554
7738,769
7739,301
7740,248
7741,648
7742,754
7743,832
7744,344
7745,124
7746,424
7747,137
7748,241
7749,219
7750,342
7751,173
7752,270
7753,903
7754,478
7755,522
7756,510
7757,232
7758,387
7759,296
7760,217
7761,226
7762,1
7763,107
7764,774
7765,129
7766,256
7767,384
7768,129
7769,233
7770,413
7771,102
7772,330
7773,136
7774,226
7775,421
7776,217
7777,403
7778,769
7779,355
7780,265
7781,334
7782,154
7783,137
7784,999
7785,182
7786,155
7787,455
7788,577
7789,217
7790,145
7791,192
7792,120
7793,510
7794,996
7795,217
7796,656
7797,10
7798,180
7799,342
7800,592
7801,175
7802,278
7803,136
7804,470
7805,204
7806,211
7807,193
7808,330
7809,118
7810,774
7811,522
7812,531
7813,381
7814,133
7815,226
7816,248
7817,546
7818,13
7819,690
7820,220
7821,107
7822,367
7823,468
7824,232
7825,298
7826,943
7827,238
7828,769
7829,22
7830,232
7831,332
7832,330
7833,193
7834,101
7835,172
7836,949
7837,442
7838,204
7839,322
7840,180
7841,297
7842,270
7843,238
7844,1000
7845,422
7846,647
7847,177
7848,357
7849,816
7850,258
7851,468
7852,342
7853,196
7854,197
7855,440
7856,120
7857,241
7858,119
7859,199
7860,531
7861,520
7862,311
7863,230
7864,343
7865,107
7866,145
7867,1000
7868,128
7869,112
7870,766
7871,270
7872,119
7873,320
7874,200
7875,269
7876,548
7877,729
7878,10
7879,163
7880,234
7881,226
7882,298
7883,365
7884,13
7885,193
7886,410
7887,312
7888,301
7889,107
7890,113
7891,377
7892,237
7893,296
7894,172
7895,298
7896,219
7897,1
7898,935
7899,379
7900,191
7901,330
7902,269
7903,202
7904,382
7905,355
7906,145
7907,515
7908,549
7909,769
7910,610
7911,259
7912,123
7913,690
7914,46
7915,391
7916,119
7917,562
7918,244
7919,549
7920,27
7921,297
7922,117
7923,319
7924,153
7925,27
7926,405
7927,136
7928,261
7929,120
7930,903
7931,220
7932,57
7933,10
7934,27
7935,306
7936,124
7937,496
7938,1
7939,129
7940,176
7941,225
7942,648
7943,949
7944,549
7945,281
7946,107
7947,125
7948,904
7949,268
7950,403
7951,303
7952,234
7953,259
7954,202
7955,226
7956,873
7957,870
7958,234
7959,210
7960,217
7961,355
7962,230
7963,13
7964,317
7965,129
7966,137
7967,303
7968,888
7969,384
7970,381
7971,364
7972,236
7973,226
7974,104
7975,549
7976,194
7977,631
7978,302
7979,409
7980,387
7981,124
7982,104
7983,269
7984,150
7985,774
7986,950
7987,417
7988,549
7989,397
7990,125
7991,592
7992,319
7993,562
7994,199
7995,195
7996,22
7997,129
7998,330
7999,966
8000,127
8001,526
8002,1000
8003,443
8004,319
8005,769
8006,842
8007,164
8008,218
8009,904
8010,112
8011,690
8012,514
8013,225
8014,391
8015,903
8016,903
8017,323
8018,874
8019,27
8020,774
8021,217
8022,219
8023,234
8024,273
8025,124
8026,26
8027,300
8028,578
8029,451
8030,322
8031,749
8032,443
8033,302
8034,221
8035,111
8036,828
8037,22
8038,217
8039,370
8040,153
8041,22
8042,296
8043,455
8044,549
8045,124
8046,356
8047,340
8048,413
8049,391
8050,288
8051,219
8052,501
8053,391
8054,229
8055,166
8056,174
8057,190
8058,3
8059,150
8060,769
8061,949
8062,221
8063,155
8064,403
8065,413
8066,129
8067,578
8068,302
8069,217
8070,195
8071,523
8072,997
8073,690
8074,123
8075,769
8076,119
8077,239
8078,107
8079,769
8080,223
8081,523
8082,505
8083,501
8084,217
8085,546
8086,1000
8087,238
8088,291
8089,475
8090,136
8091,578
8092,101
8093,237
8094,126
8095,526
8096,350
8097,823
8098,515
8099,549
8100,356
8101,175
8102,437
8103,23
8104,195
8105,258
8106,1000
8107,261
8108,314
8109,441
8110,27
8111,949
8112,219
8113,251
8114,344
8115,102
8116,34
8117,380
8118,120
8119,753
8120,330
8121,224
8122,331
8123,303
8124,136
8125,27
8126,549
8127,124
8128,296
8129,769
8130,270
8131,252
8132,101
8133,380
8134,409
8135,549
8136,381
8137,163
8138,319
8139,221
8140,575
8141,339
8142,286
8143,125
8144,296
8145,273
8146,368
8147,266
8148,636
8149,903
8150,732
8151,247
8152,197
8153,335
8154,219
8155,450
8156,199
8157,311
8158,297
8159,581
8160,463
8161,128
8162,308
8163,119
8164,690
8165,769
8166,877
8167,234
8168,515
8169,107
8170,305
8171,439
8172,685
8173,219
8174,391
8175,35
8176,297
8177,151
8178,235
8179,261
8180,300
8181,102
8182,120
8183,772
8184,248
8185,248
8186,112
8187,232
8188,332
8189,175
8190,10
8191,556
8192,522
8193,310
8194,468
8195,548
8196,330
8197,409
8198,136
8199,140
8200,409
8201,221
8202,219
